"name","uid"
"Myotisia","2959711"
"Myoviridae","2731619"
"Myriangium","147569"
"Myriogenospora","45282"
"Myriosclerotinia","38442"
"Myrmaecium","1680684"
"Myroides","76831"
"Myrothecium","5531"
"Mystacina","94960"
"Mytilinidion","574786"
"Myxacorys","2056239"
"Myxococcaceae","31"
"Myxococcales","29"
"Myxococcota","2818505"
"Myxococcus","32"
"Myxotrichum","78133"
"Myzocytiopsis","442664"
"Naasia","1434022"
"Nadsonia","45785"
"Nadvornikia","279170"
"Naegleria","5761"
"Naematelia","1910899"
"Nafulsella","1265689"
"Naganishia","1851509"
"Nakamurella","53460"
"Nakaseomyces","374468"
"Nakazawaea","460521"
"Nalanthamala","160956"
"Nanchangia","2888879"
"Nannengaella","3231603"
"Nanning",NA
"Nannizzia","1915381"
"Nannizziopsis","85841"
"Nannocystaceae","224463"
"Nannocystis","53"
"Nanoarchaeales","1890940"
"Nanoarchaeota","192989"
"Nanoarchaeum","193568"
"Nanofrustulum","210601"
"Nanohaloarchaea","1051663"
"Nansha",NA
"Narcissus","4697"
"Narnaviridae","186766"
"Narnavirus","186767"
"Natranaerobius","375928"
"Natrarchaeobaculum","2765402"
"Natrialba","63742"
"Natrialbaceae","1644061"
"Natrinema","88723"
"Natronincola","89958"
"Natronoarchaeum","926359"
"Natronococcus","29287"
"Natronohydrobacter","87171"
"Natronorubrum","134813"
"Natronosporangium","2920401"
"Naumannella","1294511"
"Naumovozyma","278028"
"Nautiliaceae","224467"
"Navicula","50949"
"Naxella","85905"
"Nectria","5133"
"Negativicoccus","909928"
"Negativicutes","909932"
"Neiella","1434025"
"Neisseria","482"
"Neisseriaceae","481"
"Neisseriales","206351"
"Nelson",NA
"Nemania","109374"
"Nematocida","586132"
"Neoarthrinium","2983819"
"Neoasaia","320496"
"Neobacillus","2675232"
"Neobodo","312470"
"Neocallimastix","4756"
"Neocatenulostroma","1515428"
"Neochlamydia","112987"
"Neoconidiobolus","2878373"
"Neocucurbitaria","1986179"
"Neodeightonia","548659"
"Neodidymelliopsis","1770203"
"Neoehrlichia","467749"
"Neofabraea","143937"
"Neofusicoccum","407951"
"Neokeronopsis","469633"
"Neokomagataea","1223423"
"Neolecta","29825"
"Neolentinus","38797"
"Neolewinella","2993541"
"Neomegalonema","356797"
"Neomicrococcus","1868332"
"Neonectria","140106"
"Neopestalotiopsis","1562158"
"Neophaeococcomyces","1919072"
"Neopyricularia","1578917"
"Neorhizobium","1525371"
"Neorhodopirellula","3028536"
"Neorickettsia","33993"
"Neoroseomonas","2870716"
"Neorotalia","75327"
"Neoscytalidium","463684"
"Neosetophoma","798068"
"Neospora","29175"
"Neotabrizicola","2946607"
"Neotamlana","3400367"
"Neotyphodium","45284"
"Nephromyces","873537"
"Neptuniibacter","459520"
"Neptunitalea","1749071"
"Neptunomonas","75687"
"Nereida","282198"
"Nesterenkonia","57494"
"Neurospora","5140"
"Nevskia","64001"
"Nevskiaceae","568386"
"Nevskiales","1775403"
"Newbya","1618012"
"Niabella","379899"
"Niallia","2837506"
"Niastella","354354"
"Nibricoccus","2576890"
"Nidula","380642"
"Nielozyma","1905119"
"Niemeyer",NA
"Niesslia","267679"
"Nigerium","2042653"
"Nigrospora","114230"
"Nilaparvata","108930"
"Nioella","1775424"
"Nisaea","390876"
"Nitratidesulfovibrio","2802295"
"Nitratifractor","269260"
"Nitratireductor","245876"
"Nitratiruptor","269258"
"Nitriliruptor","596499"
"Nitriliruptoraceae","596498"
"Nitriliruptorales","596497"
"Nitrincola","267849"
"Nitritalea","1187887"
"Nitrobacter","911"
"Nitrobacteraceae","41294"
"Nitrococcus","35796"
"Nitrolancea","1206748"
"Nitrosarchaeum","1007082"
"Nitrosococcus","1227"
"Nitrosomonadaceae","206379"
"Nitrosomonadales","32003"
"Nitrosomonas","914"
"Nitrosophilus","2795692"
"Nitrosopumilaceae","338190"
"Nitrosopumilales","31932"
"Nitrosopumilus","338191"
"Nitrososphaera","497726"
"Nitrososphaeraceae","1033997"
"Nitrososphaerales","1033996"
"Nitrososphaeria","1643678"
"Nitrososphaerota","651137"
"Nitrosospira","35798"
"Nitrosotalea","1078904"
"Nitrosovibrio","1232"
"Nitrospina","35800"
"Nitrospinaceae","407032"
"Nitrospinae","1293497"
"Nitrospinota","1293497"
"Nitrospira","1234"
"Nitrospiraceae","189779"
"Nitrospirae","40117"
"Nitrospirales","189778"
"Nitrospiria","203693"
"Nitrospirillum","1543705"
"Nitrospirota","40117"
"Nitzschia",NA
"Niveispirillum","1543704"
"Niveomyces","2996321"
"Nocardia","1817"
"Nocardiaceae","85025"
"Nocardioidaceae","85015"
"Nocardioides","1839"
"Nocardiopsaceae","83676"
"Nocardiopsis","2013"
"Nodaviridae","12283"
"Nodosilinea","1120752"
"Nodularia","159191"
"Nodulisporium","96453"
"Nodulosphaeria","1582315"
"Nolandella","498003"
"Nonlabens","363408"
"Nonomuraea","83681"
"Nordella","169055"
"Nosema","27977"
"Nostocaceae","1162"
"Nostocales","1161"
"Nostocoides","99479"
"Nothophytophthora","2025987"
"Notoacmeibacter","2024982"
"Novacetimonas","2919364"
"Novibacillus","1677050"
"Noviherbaspirillum","1344552"
"Noviluteimonas","3382693"
"Novilysobacter","3382699"
"Novimethylophilus","2137425"
"Novipirellula","2795426"
"Novosphingobium","165696"
"Novosphingopyxis","2709686"
"Nowakowskiella","109880"
"Nubsella","84567"
"Nucisporomicrobium","3088857"
"Numidum","1924101"
"Nunduva","2182780"
"Nycteria","1410042"
"Nyctotherus","70074"
"OM182",NA
"Oat","50455"
"Obba","1052683"
"Obelidium","110080"
"Occallatibacter","1742983"
"Occultella","2828348"
"Oceanibaculum","659693"
"Oceanicaulis","153232"
"Oceanicoccus","1084558"
"Oceanicola","252301"
"Oceanidesulfovibrio","2905722"
"Oceanihabitans","2045416"
"Oceanimonas","129577"
"Oceaniovalibus","1207070"
"Oceanipulchritudo","2918463"
"Oceaniradius","2679892"
"Oceanisphaera","225143"
"Oceanitalea","154116"
"Oceanithermus","208447"
"Oceanobacillus","182709"
"Oceanococcus","1558474"
"Oceanospirillaceae","135620"
"Oceanospirillales","135619"
"Oceanospirillum","965"
"Ochlerotatus-associated",NA
"Ochrobactrum","528"
"Ochronectria","110587"
"Octadecabacter","53945"
"Octaviania","2735705"
"Oculatella","1240886"
"Oculatellaceae","2303507"
"Oculimacula","228665"
"Odoribacter","283168"
"Odoribacteraceae","1853231"
"Oedohysterium","714889"
"Oehlia","2483397"
"Oenococcus","46254"
"Oerskovia","162491"
"Ogataea","461281"
"Oharaeibacter","1920508"
"Ohtaekwangia","1210119"
"Oidiodendron","78141"
"Okeania","1458928"
"Okibacterium","196084"
"Okra","455045"
"Olavius","77717"
"Oleiagrimonas","1649642"
"Oleidesulfovibrio","2909705"
"Oleiharenicola","2100741"
"Oleiphilus","141450"
"Oleisolibacter","2678887"
"Oleispira","188907"
"Oleomonas","217063"
"Oligoflexaceae","1553902"
"Oligoflexales","1553901"
"Oligoflexia","1553900"
"Oligoflexus","1553903"
"Oligonema","1334552"
"Oligosphaeraceae","1313209"
"Olivibacter","376469"
"Olleya","336276"
"Olpidiopsis","416807"
"Olpidium","70188"
"Olsenella","133925"
"Omphalotus","71962"
"Onion","4679"
"Onygena","45432"
"Onygenales","33183"
"Ophidiomyces","1387562"
"Ophiobolus","45294"
"Ophiocordyceps","474995"
"Ophiognomonia","494041"
"Ophiosphaerella","33174"
"Ophiostoma","5159"
"Ophryoglena","37091"
"Opisthonecta","6025"
"Opitutaceae","134623"
"Opitutales","415000"
"Opitutia","414999"
"Opitutus","178440"
"Orbaceae","1240483"
"Orbilia","47022"
"Organic",NA
"Oribacterium","265975"
"Oricola","1594166"
"Orientia","69474"
"Ornatilinea","1434028"
"Ornithinibacillus","484508"
"Ornithinibacter","1191515"
"Ornithinicoccus","82345"
"Ornithinimicrobium","125287"
"Ornithobacterium","28250"
"Orpinomyces","37163"
"Orrella","1921582"
"Oryzicola","2879611"
"Oryzihumus","344063"
"Oscillatoria","1158"
"Oscillatoriaceae","1892254"
"Oscillatoriales","1150"
"Oscillatoriophycideae","1301283"
"Oscillibacter","459786"
"Oscillochloris","104175"
"Oscillospiraceae","216572"
"Osedax","283775"
"Osmoporus","417231"
"Osterfarnebo",NA
"Ostreococcus","70447"
"Ottowia","219181"
"Ourmia-like",NA
"Ourmiavirus","186783"
"Ovammina","164104"
"Owenweeksia","267986"
"Oxalicibacterium","223927"
"Oxalobacter","846"
"Oxalobacteraceae","75682"
"Oxytricha","5943"
"PNG",NA
"Pachysolen","4917"
"Pacificimonas","1960290"
"Pacificitalea","2846749"
"Paecilomyces","33202"
"Paenactinomyces","2756134"
"Paenalcaligenes","1100891"
"Paenarthrobacter","1742992"
"Paenibacillaceae","186822"
"Paenibacillus","44249"
"Paeniglutamicibacter","1742990"
"Paenimyroides","3085669"
"Paenirhodobacter","1470577"
"Paeniroseomonas","2870714"
"Paenisporosarcina","651660"
"Paenochrobactrum","999488"
"Pajaroellobacter","1882917"
"Palaeococcus","83867"
"Palleronia","315422"
"Paludibacter","346096"
"Paludibacteraceae","2005523"
"Paludibacterium","400060"
"Paludibaculum","1649475"
"Paludifilum","1905726"
"Paludisphaera","1763521"
"Panacagrimonas","381430"
"Panacibacter","1874621"
"Panaeolus","71684"
"Pancytospora","1939651"
"Pandora","76016"
"Pandoraea","93217"
"Panellus","5635"
"Pannonibacter","227873"
"Pantanalinema","1620699"
"Pantoea","53335"
"Panus","38807"
"Papiliotrema","189450"
"Pappia","2890102"
"Parabacteroides","375288"
"Parabodo","140243"
"Paraburkholderia","1822464"
"Paracercomonas","372085"
"Parachaetomium","2795251"
"Parachitinimonas","3118797"
"Parachlamydia","83551"
"Parachlamydiaceae","92713"
"Parachlamydiales","1963360"
"Parachryseolinea","2986344"
"Paracidobacterium","2951992"
"Paracidovorax","3051137"
"Paraclostridium","1849822"
"Paracnuella","2678539"
"Paracoccaceae","31989"
"Paracoccidioides","38946"
"Paracoccus","265"
"Paraconexibacter","2758920"
"Paracraurococcus","77674"
"Paractinoplanes","3240234"
"Paradendryphiella","1342520"
"Paradesertivirga","3153691"
"Paradevosia","1573407"
"Paraeggerthella","651554"
"Paraferrimonas","375673"
"Parafilimonas","1649476"
"Paraflavisolibacter","3041089"
"Paraflavitalea","2698688"
"Parafrankia","2994362"
"Parageobacillus","1906945"
"Paraglaciecola","1621534"
"Paraglomus","144537"
"Parahaemoproteus","587283"
"Parahaliea","1857932"
"Paraisaria","569878"
"Paralagenidium","1440114"
"Paralcaligenes","1148163"
"Paralimibaculum","3367292"
"Paraliobacillus","200903"
"Paraliomyxa","2983700"
"Paramagnetospirillum","3031148"
"Paramecium","5884"
"Paramesorhizobium","1759400"
"Paramicrobacterium","3110364"
"Paramicrosporidium","1493516"
"Paramixta","3231896"
"Paramoeba","200890"
"Paramyrothecium","1859940"
"Paraneptunicella","2905123"
"Paranophrys","85899"
"Paranosema","235219"
"Paraoerskovia","665568"
"Parapedobacter","416949"
"Paraperlucidibaca","1268272"
"Paraperonospora","162131"
"Paraphaeosphaeria","125369"
"Paraphoma","798070"
"Paraphysoderma","1500004"
"Paraphyton","1916085"
"Parapontixanthobacter","2800683"
"Paraprevotella","577309"
"Parapusillimonas","1403714"
"Pararcticibacter","2703944"
"Pararhizobium","1612611"
"Pararhodobacter","1097465"
"Pararhodospirillum","1612157"
"Pararobbsia","2718863"
"Pararoseomonas","2870712"
"Parasaccharibacter","1602345"
"Parascardovia","196082"
"Parascedosporium","1150382"
"Parasedimentitalea","2738399"
"Parasegetibacter","1004302"
"Parasitella","35721"
"Parasola","184429"
"Parasphaerochaeta","3062336"
"Parasphingopyxis","1234545"
"Parasphingorhabdus","2709685"
"Parastagonospora","1351751"
"Parasutterella","577310"
"Parathermosynechococcus","3161592"
"Parathielavia","2609800"
"Paratrimastix","1709327"
"Paratrypanosoma","1470208"
"Paraurantiacibacter","2800682"
"Paraurostyla","6013"
"Paravannella","1443143"
"Parazoarcus","2891322"
"Paremcibacter","2813804"
"Parenemella","2896778"
"Parmelia","87260"
"Parmelina","172628"
"Parmotrema","172634"
"Partitiviridae","11012"
"Partitivirus-like",NA
"Parvamoeba","1076757"
"Parvibaculaceae","2813035"
"Parvibaculum","256616"
"Parvicella","2975260"
"Parvimonas","543311"
"Parvularcula","208215"
"Parvularculaceae","255474"
"Pasteurella","745"
"Pasteurellaceae","712"
"Patellaria","703505"
"Patiriisocius","2822394"
"Patulibacter","361607"
"Paucibacter","93681"
"Paucimonas","157932"
"Paulinella","39716"
"Pauljensenia","2740557"
"Paulownia","39251"
"Pavlova","2831"
"Pavlovales","73026"
"Paxillus","5395"
"Peanut","3818"
"Pear","23211"
"Pecoramyces","1987567"
"Pectobacteriaceae","1903410"
"Pectobacterium","122277"
"Pediococcus","1253"
"Pedobacter","84567"
"Pedococcus","2805645"
"Pedomonas","2976419"
"Pedosphaera","1032526"
"Pegethrix","2303508"
"Peiella","3141695"
"Pelagerythrobacter","2800685"
"Pelagibaca","360528"
"Pelagibacter","198251"
"Pelagibacteraceae","1655514"
"Pelagibacterales","54526"
"Pelagibacterium","1082930"
"Pelagibius","643951"
"Pelagicoccus","455433"
"Pelagimonas","1434029"
"Pelatocladus","1886700"
"Pelistega","106146"
"Pelobacter","18"
"Pelobium","1903173"
"Pelodictyon","1099"
"Pelolinea","1649478"
"Pelomicrobium","2815315"
"Pelomonas","93681"
"Pelomyxa","168131"
"Pelosinus","365348"
"Pelotalea","3062721"
"Pelotomaculum","191373"
"Pelovirga","2913513"
"Peltaster","286660"
"Peltigera","48861"
"Peltula","157480"
"Penaeid",NA
"Pengzhenrongella","2888818"
"Penicillifer","1508269"
"Penicilliopsis","70110"
"Penicillium","5073"
"Peniophora","40463"
"Peniophorella","391237"
"Pentatrichomonas","5727"
"Pepper",NA
"Peptacetobacter","2743582"
"Peptoclostridium","1481960"
"Peptococcaceae","186807"
"Peptoniphilaceae","1570339"
"Peptoniphilus","162289"
"Peptostreptococcaceae","186804"
"Peptostreptococcus","1257"
"Peranema",NA
"Percolomonas","63604"
"Peredibacter","263370"
"Peribacillus","2675229"
"Peribunyaviridae","1980416"
"Perichaena","1092570"
"Periconia","97971"
"Peristeroidobacter","3060227"
"Perkinsela","630701"
"Perkinsus","28000"
"Permianibacter","1649479"
"Perofascia","184464"
"Peronosclerospora","230838"
"Peronospora","70742"
"Persephonella","182899"
"Persicirhabdus","518754"
"Persicitalea","442431"
"Persicobacter","59740"
"Pertusaria","50932"
"Pestalotiopsis","37840"
"Petalomonas","56451"
"Peterkaempfera","2995704"
"Peterozyma","1196393"
"Peteryoungia","2853332"
"Petrachloros","2918834"
"Petrimonas","307628"
"Petropleomorpha","2997369"
"Petrotoga","28236"
"Petrotogaceae","1643949"
"Peziza","40593"
"Pezizella","1033671"
"Phacus","96783"
"Phaeacidiphilus","2995705"
"Phaeoacremonium","65412"
"Phaeobacter","302485"
"Phaeochromatium","1330022"
"Phaeoclavulina","287113"
"Phaeocystidibacter","1577779"
"Phaeocystis","33656"
"Phaeodactylibacter","1564515"
"Phaeodactylum","2849"
"Phaeodaria","238777"
"Phaeolus","40475"
"Phaeosphaeria","55067"
"Phaeosphaeriaceae","5020"
"Phaeospirillum","85265"
"Phaeotrichum","134356"
"Phaeovulum","2918791"
"Phaffia","107449"
"Phaffomyces","83172"
"Phage",NA
"Phakopsora","169998"
"Phalansterium","136498"
"Phanerochaete","5305"
"Phanerodontia","2492674"
"Phascolarctobacterium","33024"
"Phascolomyces","60184"
"Phaselicystis","651810"
"Phaseolibacter","1297562"
"Phaseolus","3883"
"Phasmaviridae","1980417"
"Phellinus","40470"
"Phellopilus","218113"
"Phenoliferia","1799530"
"Phenylobacterium","20"
"Phialemonium","83822"
"Phialina","2794862"
"Phialocephala","150173"
"Phialophora","5600"
"Philasterides","282687"
"Phlebia","5307"
"Phlebiopsis","82309"
"Phlebopus","150793"
"Phlegmacium","2339270"
"Phlyctema","1351819"
"Phlyctis","318740"
"Phlyctochytrium","4819"
"Phnomibacter","2836216"
"Phocaeicola","909656"
"Phocicoccus","3076175"
"Pholiota","13205"
"Phoma","37463"
"Phomopsis","34399"
"Phormidesmis","1005722"
"Phormidium","1198"
"Photobacterium","657"
"Photorhabdus","29487"
"Phototrophicaceae","2922432"
"Phototrophicales","2364208"
"Phototrophicus","2922426"
"Phragmidium","190610"
"Phragmitibacter","2717700"
"Phragmotaenium","169883"
"Phreatobacter","1632780"
"Phycicoccus","367298"
"Phycisphaera","666508"
"Phycisphaeraceae","666507"
"Phycisphaerae","666505"
"Phycisphaerales","666506"
"Phycomyces","4836"
"Phyllachora","54961"
"Phylliscum","318744"
"Phyllobacteriaceae","69277"
"Phyllobacterium","28100"
"Phylloporus","5373"
"Phyllosticta","121621"
"Physarum","5790"
"Physcia","50935"
"Physocladia","109956"
"Physoderma","109874"
"Phytoactinopolyspora","1783488"
"Phytobacter","447792"
"Phytocercomonas","2161651"
"Phytohabitans","907364"
"Phytomonas","5706"
"Phytomonospora","1434030"
"Phytophthora","4783"
"Phytopythium","795339"
"Piccolia","2939411"
"Pichia","4919"
"Picipes","1871912"
"Picobiliphyte",NA
"Picornavirales","464095"
"Picosynechococcus","3079908"
"Piedraia","147572"
"Pigmentibacter","2838409"
"Pigmentiphaga","152267"
"Pilaira","64640"
"Pilimelia","53370"
"Pilobolus","81945"
"Piloderma","80662"
"Pimelobacter","2044"
"Pinibacter","2903120"
"Pinirhizobacter","2950430"
"Piptocephalis","78916"
"Pirellula","123"
"Pirellulaceae","2691357"
"Pirellulales","2691354"
"Pirellulimonas","2795783"
"Piromyces","4821"
"Piscinibacter","1114981"
"Piscirickettsia","1237"
"Piscirickettsiaceae","135616"
"Pisolithus","37467"
"Planctellipticum","3132181"
"Planctobacterium","2200736"
"Planctomicrobium","1779141"
"Planctomonas","2729624"
"Planctomyces","118"
"Planctomycetaceae","126"
"Planctomycetales","112"
"Planctomycetes",NA
"Planctomycetia","203683"
"Planctomycetota","203682"
"Planctopirus","1649480"
"Planktomarina","1284657"
"Planktosalinus","1810932"
"Planktothricoides","132607"
"Planktothrix","54304"
"Planobispora","29298"
"Planococcus",NA
"Planoglabratella","109236"
"Planomonospora","1998"
"Planopodium","2823620"
"Planoprotostelium","65007"
"Planosporangium","689760"
"Planotaenium","1260550"
"Planotetraspora","58120"
"Plant",NA
"Plantactinospora","673534"
"Plantibacter","190323"
"Plasmodiophora","37359"
"Plasmodium",NA
"Plasmopara","4780"
"Plasticicumulans","1400827"
"Plastoroseomonas","2870715"
"Platismatia","78069"
"Platyamoeba","197524"
"Platygloea","105991"
"Platyophrya","88562"
"Plautia","106107"
"Plectonema","1183"
"Plectosphaerella","40657"
"Plectospira","100862"
"Pleionea","1502941"
"Plenodomus","118259"
"Pleomassaria","100043"
"Pleomorphomonadaceae","2843308"
"Pleomorphomonas","261933"
"Pleopsidium","247143"
"Pleosporales","92860"
"Plesiocystis","191767"
"Plesiomonas","702"
"Pleurocapsa","44474"
"Pleurocapsales","52604"
"Pleurochrysis",NA
"Pleurocordyceps","2908803"
"Pleurosigma","197752"
"Pleurostoma","308472"
"Pleurotopsis","63999"
"Pleurotricha","57510"
"Pleurotus","5320"
"Plicaria","43083"
"Plicaturopsis","139389"
"Pluralibacter","1330546"
"Pluteus","68743"
"Pneumocystis","4753"
"Poaceae","4479"
"Pochonia","243023"
"Podaxis","56190"
"Podila","2779937"
"Podochytrium","109928"
"Podosphaera","62701"
"Podospora","5144"
"Podoviridae","2731619"
"Polaribacter","52959"
"Polaromonas","52972"
"Polluticaenibacter","3383261"
"Polluticoccus","3132308"
"Pollutimonas","2987599"
"Polyangia","3031711"
"Polyangiaceae","49"
"Polyangiales","3031712"
"Polyangium","55"
"Polycauliona","1300033"
"Polycephalomyces","150362"
"Polychaeton","705561"
"Polychromophilus","1147702"
"Polychytrium","110092"
"Polycladomyces","1348505"
"Polycyclovorans","1274363"
"Polymorphobacter","1508451"
"Polymorphospora","338583"
"Polymorphum","991903"
"Polymyxa","41455"
"Polynucleobacter","44013"
"Polyplosphaeria","714959"
"Polyporales","5303"
"Polyporus","5637"
"Polyschismium","2986373"
"Polysphondylium","13641"
"Polystyrenella","2795774"
"Polytolypa","221427"
"Pontibacillus","289201"
"Pontibacter","323449"
"Pontibacterium","2036025"
"Ponticaulis","1123044"
"Pontiella","2750657"
"Pontiellaceae","2750653"
"Pontimonas","1434032"
"Ponturostyla","1331745"
"Porcisia","2761499"
"Porifericola","1001222"
"Poriferisphaera","2803301"
"Poritiphilus","2918917"
"Porocercospora","1514118"
"Porodaedalea","175857"
"Porogramme","1195530"
"Poronia","101474"
"Porospora","947096"
"Porphyrellus","388831"
"Porphyrobacter","1111"
"Porphyromonadaceae","171551"
"Porphyromonas","836"
"Porpidia","40596"
"Portibacter","1227556"
"Porticoccaceae","1706374"
"Porticoccus","1123967"
"Posidoniimonas","2795979"
"Postia","83235"
"Povalibacter","1538468"
"Powellomyces","109893"
"Pradoshia","2651279"
"Pragia","82984"
"Praha",NA
"Prairie",NA
"Prasiola","135261"
"Prauserella","142577"
"Prescottella","2979332"
"Preussia","265084"
"Prevotella","838"
"Prevotellaceae","171552"
"Priceomyces","766759"
"Pricia","1434034"
"Priestia","2800373"
"Primorskyibacter","1068904"
"Proboscia","216776"
"Prochloraceae","1213"
"Prochlorococcaceae","2881426"
"Prochlorococcus","1218"
"Prochloron","1214"
"Procryptobia","266822"
"Profundibacter","2778525"
"Profundirhabdus","3072009"
"Proleptomonas","149083"
"Prolinoborus","206375"
"Prolixibacter","314318"
"Prolixibacteraceae","1471398"
"Promethearchaeia","3366642"
"Promethearchaeota","3366641"
"Promicromonospora","43676"
"Promicromonosporaceae","85017"
"Promineifilum","1988031"
"Propionibacteriaceae","31957"
"Propionibacteriales","85009"
"Propionibacterium","1743"
"Propioniciclava","1085622"
"Propionicimonas","236052"
"Propionigenium","2332"
"Propionimicrobium","203133"
"Propionispora","112902"
"Propionivibrio","83766"
"Propylenella","2814902"
"Prosthecobacter","48463"
"Prosthecochloris","1101"
"Prosthecodimorpha","2981530"
"Prosthecomicrobium","81894"
"Protaetiibacter","2680004"
"Protaspis","188977"
"Proteiniborus","415014"
"Proteiniclasticum","1155385"
"Proteiniphilum","294702"
"Proteobacteria","1224"
"Proteus","583"
"Protobremia","335372"
"Protofrankia","2994361"
"Protoglossum","160482"
"Protomyces","27331"
"Protopannaria","191115"
"Protostelium","472930"
"Providencia","586"
"Prymnesium","35143"
"Psalteriomonas","31289"
"Psammophaga","164096"
"Pseudacidobacterium","2952002"
"Pseudacidovorax","433923"
"Pseudactinotalea","1926259"
"Pseudaeromonas","1929090"
"Pseudalgibacter","2861660"
"Pseudalkalibacillus","2893058"
"Pseudaminobacter","93368"
"Pseudanabaena","1152"
"Pseudanabaenaceae","1890436"
"Pseudanabaenales","2881377"
"Pseudaquabacterium","3389915"
"Pseudarcicella","1664383"
"Pseudarthrobacter","1742993"
"Pseudazoarcus","2891323"
"Pseudenhygromyxa","1324129"
"Pseudescherichia","2055880"
"Pseudidiomarina","2800384"
"Pseudo-nitzschia","41953"
"Pseudoalteromonas","53246"
"Pseudoamphisiella","385031"
"Pseudobacter","1860196"
"Pseudobacteriovorax","1769746"
"Pseudobacteroides","1486726"
"Pseudobdellovibrio","2862745"
"Pseudobdellovibrionaceae","213483"
"Pseudobutyrivibrio","46205"
"Pseudobythopirellula","2795784"
"Pseudocercospora","131324"
"Pseudochrobactrum","354349"
"Pseudochryseolinea","2986345"
"Pseudoclavibacter","255204"
"Pseudocnuella","2812019"
"Pseudocohnilembus","35103"
"Pseudodesulfovibrio","2035811"
"Pseudodonghicola","1649481"
"Pseudoduganella","1522432"
"Pseudoflavitalea","1884792"
"Pseudoflavonifractor","1017280"
"Pseudofrankia","2994363"
"Pseudofulvimonas","999506"
"Pseudogemmobacter","2663134"
"Pseudogracilibacillus","1494958"
"Pseudogulbenkiania","568394"
"Pseudogymnoascus","78156"
"Pseudohaliea","1341120"
"Pseudohalioglobus","2875235"
"Pseudohalocynthiibacter","1759417"
"Pseudohoeflea","1915405"
"Pseudohongiella","1524249"
"Pseudohongiellaceae","3085095"
"Pseudohyphozyma","1801563"
"Pseudokeronopsis","311385"
"Pseudokordiimonas","3072046"
"Pseudolabrys","556257"
"Pseudoleptotrichia","2755140"
"Pseudoleucosporidium","2732809"
"Pseudoloma","146865"
"Pseudoluteimonas","3382694"
"Pseudolysinimonas","2680005"
"Pseudolysobacter","2709666"
"Pseudomaricurvus","1458243"
"Pseudomarimonas","2905128"
"Pseudomicrostroma","1981958"
"Pseudomonadaceae","135621"
"Pseudomonadales","72274"
"Pseudomonadota","1224"
"Pseudomonas","286"
"Pseudonectria","40628"
"Pseudoneobacillus","2946549"
"Pseudonocardia","1847"
"Pseudonocardiaceae","2070"
"Pseudonocardiales","85010"
"Pseudooceanicola","1679449"
"Pseudopedobacter","1649482"
"Pseudopenicillium","2755113"
"Pseudoperonospora","143452"
"Pseudophaeobacter","1541822"
"Pseudorhizobium","1903858"
"Pseudorhodobacter","238783"
"Pseudorhodoferax","747294"
"Pseudorhodoplanes","1734920"
"Pseudoroseomonas","2870717"
"Pseudoscorpian",NA
"Pseudosphingobacterium","407021"
"Pseudosporangium","439698"
"Pseudosulfitobacter","2854186"
"Pseudotamlana","3400368"
"Pseudothauera","2891324"
"Pseudothermotoga","1643951"
"Pseudotremella","1909752"
"Pseudotrichonympha","104082"
"Pseudourostyla","293815"
"Pseudovibrio","258255"
"Pseudoxanthobacter","433838"
"Pseudoxanthomonas","83618"
"Pseudozobellia","633413"
"Pseudozyma","63298"
"Psilocybe","71950"
"Psychrobacillus","1221880"
"Psychrobacter","497"
"Psychroflexus","83612"
"Psychromicrobium","2078575"
"Psychromonas","67572"
"Psychroserpens","49277"
"Psychrosphaera","907197"
"Pterula","104239"
"Puccinia","5296"
"Pucciniastrum","60204"
"Puerhibacterium","2828734"
"Puia","2045098"
"Puiggariella","2676770"
"Pukyongia","2831916"
"Pukyongiella","2831925"
"Pullulanibacillus","475230"
"Pulveribacter","2678886"
"Pulvinula","49970"
"Puniceibacterium","1608404"
"Puniceicoccaceae","415002"
"Puniceicoccales","415001"
"Purpureocillium","1052105"
"Pusillibacter","2892397"
"Pusillimonas","305976"
"Pustula","572138"
"Puttea","1206384"
"Pycnoporellus","202717"
"Pycnora","318745"
"Pycnothelia","83471"
"Pyramidobacter","638847"
"Pyrenochaeta","285810"
"Pyrenopeziza","76658"
"Pyrenophora","5027"
"Pyrgo","218542"
"Pyricularia","48558"
"Pyrinomonadaceae","2048906"
"Pyrinomonas","1562565"
"Pyrobaculum","2276"
"Pyrococcus","2260"
"Pyrodictium","2308"
"Pyronema","47204"
"Pyrrhoderma","175660"
"Pyrsonympha","97341"
"Pyruvatibacter","1742974"
"Pythiogeton","944615"
"Pythium","4797"
"Pyxidicoccus","224458"
"Pyxidicula","1078851"
"Qaidamihabitans","2884102"
"Qingdao",NA
"Qinghai",NA
"Qingyang",NA
"Qinviridae","2501968"
"Qipengyuania","1855416"
"Quadrisphaera","317661"
"Quaeritorhiza","2728523"
"Quinella","1567"
"Quinqueloculina","29183"
"Quisquiliibacterium","2041017"
"Racemicystis","1954229"
"Racocetra","940663"
"Radiomyces","64560"
"Radish","3726"
"Rahnella","34037"
"Raineya","2071614"
"Ralstonia","48736"
"Ramalina","56479"
"Ramaria","68779"
"Ramicandelaber","304330"
"Ramlibacter","174951"
"Ramularia","112497"
"Raoultella","570"
"Raperostelium","2058953"
"Raphanus","3725"
"Raphidiopsis","244599"
"Rariglobus","2706524"
"Rasamsonia","1132856"
"Rathayibacter","33886"
"Rebecca","561168"
"Rectinema","1937016"
